
---------- Begin Simulation Statistics ----------
simSeconds                                   0.708216                       # Number of seconds simulated (Second)
simTicks                                 708216037000                       # Number of ticks simulated (Tick)
finalTick                                708216037000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4198.28                       # Real time elapsed on the host (Second)
hostTickRate                                168692038                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1705636                       # Number of bytes of host memory used (Byte)
simInsts                                   1656392069                       # Number of instructions simulated (Count)
simOps                                     1955770090                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394541                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     465851                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       708216038                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.426606                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              2.344082                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                     2039752704                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    2160                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                    2024657852                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 27045                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            83984773                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined        227160288                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          707673583                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.861005                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.149041                       # Number of insts issued each cycle (Count)
system.cpu0.branchPred.corrected_0::CallDirect      1539751     22.45%     56.81% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::CallIndirect           34      0.00%     56.81% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectCond      2350764     34.27%     91.08% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::DirectUncond       396159      5.78%     96.86% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectCond            0      0.00%     96.86% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::IndirectUncond       215452      3.14%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.corrected_0::total      6859324                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu0.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu0.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::Return     40319781     14.56%     14.56% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallDirect     37960480     13.71%     28.27% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::CallIndirect         2188      0.00%     28.27% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectCond    172478466     62.29%     90.55% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::DirectUncond     17283637      6.24%     96.80% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectCond            0      0.00%     96.80% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::IndirectUncond      8873325      3.20%    100.00% # Number of branches finally committed  (Count)
system.cpu0.branchPred.committed_0::total    276917877                       # Number of branches finally committed  (Count)
system.cpu0.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::Return      2357119     34.76%     34.76% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallDirect      1538671     22.69%     57.45% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::CallIndirect           32      0.00%     57.45% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectCond      2274732     33.55%     91.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::DirectUncond       394915      5.82%     96.82% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectCond            0      0.00%     96.82% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::IndirectUncond       215439      3.18%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.mispredicted_0::total      6780908                       # Number of committed branches that were mispredicted. (Count)
system.cpu0.branchPred.targetProvider_0::NoTarget    102126315     33.47%     33.47% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::BTB    148288913     48.60%     82.07% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::RAS     45869847     15.03%     97.10% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::Indirect      8833188      2.90%    100.00% # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetProvider_0::total    305118263                       # The component providing the target for taken branches (Count)
system.cpu0.branchPred.targetWrong_0::NoBranch      3527816     51.43%     51.43% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::Return       759155     11.07%     62.50% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallDirect      2357164     34.36%     96.86% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::CallIndirect       215189      3.14%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.targetWrong_0::total      6859324                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu0.branchPred.condPredicted        193046817                       # Number of conditional branches predicted (Count)
system.cpu0.branchPred.condPredictedTaken     91281336                       # Number of conditional branches predicted as taken (Count)
system.cpu0.branchPred.condIncorrect          6859324                       # Number of conditional branches incorrect (Count)
system.cpu0.branchPred.predTakenBTBMiss       3070209                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu0.branchPred.NotTakenMispredicted      3812610                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu0.branchPred.TakenMispredicted      3046714                       # Number branches predicted taken but are actually not taken (Count)
system.cpu0.branchPred.BTBLookups           305118263                       # Number of BTB lookups (Count)
system.cpu0.branchPred.BTBUpdates             3597086                       # Number of BTB updates (Count)
system.cpu0.branchPred.BTBHits              192111305                       # Number of BTB hits (Count)
system.cpu0.branchPred.BTBHitRatio           0.629629                       # BTB Hit Ratio (Ratio)
system.cpu0.branchPred.BTBMispredicted        3070623                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu0.branchPred.indirectLookups        8904204                       # Number of indirect predictor lookups. (Count)
system.cpu0.branchPred.indirectHits           8833188                       # Number of indirect target hits. (Count)
system.cpu0.branchPred.indirectMisses           71016                       # Number of indirect misses. (Count)
system.cpu0.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu0.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::Return     45869847     15.03%     15.03% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallDirect     41476322     13.59%     28.63% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::CallIndirect         2306      0.00%     28.63% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectCond    190257798     62.36%     90.98% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::DirectUncond     18609667      6.10%     97.08% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectCond          426      0.00%     97.08% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::IndirectUncond      8901897      2.92%    100.00% # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.lookups::total    305118263                       # Number of BTB lookups (Count)
system.cpu0.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::Return     45869846     40.59%     40.59% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallDirect      1538578      1.36%     41.95% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::CallIndirect         2306      0.00%     41.95% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectCond     56332401     49.85%     91.80% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::DirectUncond       361531      0.32%     92.12% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectCond          426      0.00%     92.12% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::IndirectUncond      8901870      7.88%    100.00% # Number of BTB misses (Count)
system.cpu0.branchPred.btb.misses::total    113006958                       # Number of BTB misses (Count)
system.cpu0.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallDirect      1539751     42.81%     42.81% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::CallIndirect            0      0.00%     42.81% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectCond      1661176     46.18%     88.99% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::DirectUncond       396159     11.01%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu0.branchPred.btb.updates::total      3597086                       # Number of BTB updates (Count)
system.cpu0.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu0.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu0.branchPred.btb.mispredict::CallDirect      1539751     42.81%     42.81% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu0.branchPred.btb.mispredict::CallIndirect            0      0.00%     42.81% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu0.branchPred.btb.mispredict::DirectCond      1661176     46.18%     88.99% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu0.branchPred.btb.mispredict::DirectUncond       396159     11.01%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu0.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu0.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
